country_iso_code,city_name,station_european_code,type_of_station,station_type_of_area,component_caption,component_name,statistics_year,statistic_value,measurement_unit,above_LV?,measurement_european_group_code,statistics_average_group,statistic_shortname,statistics_percentage_valid,city_code,UA_city_pop,percentage_traffic_population,percentage_background_population,count_type_by_city,assigned_population
DE,Trier,DERP020,Traffic,urban,NO2,Nitrogen dioxide (air),2012,35.189,µg/m3,0,100,hour,Mean,95.287,DE026C1,100226,6.2,93.8,2,3107.006
DE,Koblenz,DERP024,Traffic,urban,NO2,Nitrogen dioxide (air),2012,39.179,µg/m3,0,500,hour,Mean,95.15,DE042C1,107646,6.2,93.8,2,3337.026
DE,Frankenthal (Pfalz),DERP026,Traffic,urban,NO2,Nitrogen dioxide (air),2012,34.656,µg/m3,0,100,hour,Mean,95.446,DE070C1,49478,6.2,93.8,1,3067.636
DE,Kaiserslautern,DERP035,Traffic,urban,NO2,Nitrogen dioxide (air),2012,30.596,µg/m3,0,600,hour,Mean,95.367,DE044C1,97883,6.2,93.8,1,6068.746
DE,Trier,DERP036,Traffic,urban,NO2,Nitrogen dioxide (air),2012,37.34,µg/m3,0,600,hour,Mean,95.332,DE026C1,100226,6.2,93.8,2,3107.006
DE,Ludwigshafen am Rhein,DERP041,Traffic,urban,NO2,Nitrogen dioxide (air),2012,48.747,µg/m3,1,600,hour,Mean,95.344,DE518C1,161689,6.2,93.8,3,3341.57266667
DE,Koblenz,DERP045,Traffic,urban,NO2,Nitrogen dioxide (air),2012,49.883,µg/m3,1,500,hour,Mean,92.202,DE042C1,107646,6.2,93.8,2,3337.026
DE,Flensburg,DESH022,Traffic,urban,NO2,Nitrogen dioxide (air),2012,34.831,µg/m3,0,150,hour,Mean,99.852,DE052C1,80756,6.2,93.8,1,5006.872
DE,Lübeck,DESH023,Background,urban,NO2,Nitrogen dioxide (air),2012,15.344,µg/m3,0,600,hour,Mean,96.619,DE510C1,213313,6.2,93.8,1,200087.594
DE,Lübeck,DESH026,Traffic,urban,NO2,Nitrogen dioxide (air),2012,34.685,µg/m3,0,500,hour,Mean,99.875,DE510C1,213313,6.2,93.8,1,13225.406
DE,Kiel,DESH027,Traffic,urban,NO2,Nitrogen dioxide (air),2012,38.979,µg/m3,0,500,hour,Mean,99.784,DE039C1,229994,6.2,93.8,2,7129.814
DE,Kiel,DESH033,Background,urban,NO2,Nitrogen dioxide (air),2012,19.114,µg/m3,0,100,hour,Mean,99.34,DE039C1,229994,6.2,93.8,1,215734.372
DE,Kiel,DESH052,Traffic,urban,NO2,Nitrogen dioxide (air),2012,62.887,µg/m3,1,100,hour,Mean,98.873,DE039C1,229994,6.2,93.8,2,7129.814
DE,Saarbrücken,DESL010,Background,urban,NO2,Nitrogen dioxide (air),2012,23.23,µg/m3,0,100,hour,Mean,99.966,DE040C1,178829,6.2,93.8,3,55913.8673333
DE,Saarbrücken,DESL011,Background,urban,NO2,Nitrogen dioxide (air),2012,18.87,µg/m3,0,100,hour,Mean,99.966,DE040C1,178829,6.2,93.8,3,55913.8673333
DE,Saarbrücken,DESL012,Background,urban,NO2,Nitrogen dioxide (air),2012,29.94,µg/m3,0,100,hour,Mean,99.943,DE040C1,178829,6.2,93.8,3,55913.8673333
DE,Saarbrücken,DESL020,Traffic,urban,NO2,Nitrogen dioxide (air),2012,41.823,µg/m3,1,500,hour,Mean,99.841,DE040C1,178829,6.2,93.8,1,11087.398
DE,Chemnitz,DESN011,Background,urban,NO2,Nitrogen dioxide (air),2012,23.64,µg/m3,0,500,hour,Mean,99.34,DE505C1,245905,6.2,93.8,1,230658.89
DE,Görlitz,DESN020,Traffic,urban,NO2,Nitrogen dioxide (air),2012,23.174,µg/m3,0,500,hour,Mean,98.315,DE074C1,59606,6.2,93.8,1,3695.572
DE,Leipzig,DESN025,Traffic,urban,NO2,Nitrogen dioxide (air),2012,45.78,µg/m3,1,100,hour,Mean,99.26,DE008C1,501038,6.2,93.8,2,15532.178
DE,Leipzig,DESN059,Background,urban,NO2,Nitrogen dioxide (air),2012,18.632,µg/m3,0,600,hour,Mean,99.34,DE008C1,501038,6.2,93.8,1,469973.644
DE,Dresden,DESN061,Traffic,urban,NO2,Nitrogen dioxide (air),2012,36.238,µg/m3,0,500,hour,Mean,98.292,DE009C1,502710,6.2,93.8,2,15584.01
DE,Plauen,DESN075,Traffic,urban,NO2,Nitrogen dioxide (air),2012,23.095,µg/m3,0,600,hour,Mean,99.59,DE063C1,68963,6.2,93.8,1,4275.706
DE,Leipzig,DESN077,Traffic,urban,NO2,Nitrogen dioxide (air),2012,34.07,µg/m3,0,150,hour,Mean,98.93,DE008C1,501038,6.2,93.8,2,15532.178
DE,Chemnitz,DESN083,Traffic,urban,NO2,Nitrogen dioxide (air),2012,45.174,µg/m3,1,500,hour,Mean,98.144,DE505C1,245905,6.2,93.8,1,15246.11
DE,Dresden,DESN084,Traffic,urban,NO2,Nitrogen dioxide (air),2012,48.03,µg/m3,1,500,hour,Mean,99.306,DE009C1,502710,6.2,93.8,2,15584.01
DE,Zwickau,DESN091,Traffic,urban,NO2,Nitrogen dioxide (air),2012,30.506,µg/m3,0,100,hour,Mean,99.556,DE544C1,97488,6.2,93.8,1,6044.256
DE,Dresden,DESN092,Background,urban,NO2,Nitrogen dioxide (air),2012,20.341,µg/m3,0,100,hour,Mean,99.066,DE009C1,502710,6.2,93.8,1,471541.98
DE,Halle an der Saale,DEST050,Background,urban,NO2,Nitrogen dioxide (air),2012,19.72,µg/m3,0,600,hour,Mean,99.693,DE018C1,236589,6.2,93.8,1,221920.482
DE,Halle an der Saale,DEST075,Traffic,urban,NO2,Nitrogen dioxide (air),2012,30.805,µg/m3,0,500,hour,Mean,99.681,DE018C1,236589,6.2,93.8,2,7334.259
DE,Magdeburg,DEST076,Traffic,urban,NO2,Nitrogen dioxide (air),2012,41.396,µg/m3,1,500,hour,Mean,99.567,DE019C1,229232,6.2,93.8,3,4737.46133333
DE,Magdeburg,DEST077,Background,urban,NO2,Nitrogen dioxide (air),2012,20.485,µg/m3,0,600,hour,Mean,99.397,DE019C1,229232,6.2,93.8,1,215019.616
DE,Dessau-Roßlau,DEST091,Traffic,urban,NO2,Nitrogen dioxide (air),2012,23.319,µg/m3,0,600,hour,Mean,99.522,DE082C1,91206,6.2,93.8,1,5654.772
DE,Magdeburg,DEST099,Traffic,urban,NO2,Nitrogen dioxide (air),2012,42.574,µg/m3,1,500,hour,Mean,98.395,DE019C1,229232,6.2,93.8,3,4737.46133333
DE,Halle an der Saale,DEST102,Traffic,urban,NO2,Nitrogen dioxide (air),2012,53.705,µg/m3,1,100,hour,Mean,99.454,DE018C1,236589,6.2,93.8,2,7334.259
DE,Magdeburg,DEST103,Traffic,urban,NO2,Nitrogen dioxide (air),2012,35.762,µg/m3,0,100,hour,Mean,99.237,DE019C1,229232,6.2,93.8,3,4737.46133333
DE,Gera,DETH009,Background,urban,NO2,Nitrogen dioxide (air),2012,21.051,µg/m3,0,100,hour,Mean,99.613,DE535C1,103871,6.2,93.8,1,97430.998
DE,Erfurt,DETH020,Background,urban,NO2,Nitrogen dioxide (air),2012,22.091,µg/m3,0,100,hour,Mean,99.579,DE032C1,202296,6.2,93.8,1,189753.648
DE,Jena,DETH041,Background,urban,NO2,Nitrogen dioxide (air),2012,19.23,µg/m3,0,600,hour,Mean,99.704,DE547C1,100945,6.2,93.8,1,94686.41
DE,Erfurt,DETH043,Traffic,urban,NO2,Nitrogen dioxide (air),2012,38.238,µg/m3,0,500,hour,Mean,99.693,DE032C1,202296,6.2,93.8,1,12542.352
DE,Weimar,DETH084,Traffic,urban,NO2,Nitrogen dioxide (air),2012,33.541,µg/m3,0,500,hour,Mean,99.579,DE030C1,64205,6.2,93.8,1,3980.71
DE,Weimar,DETH093,Background,urban,NO2,Nitrogen dioxide (air),2012,20.376,µg/m3,0,100,hour,Mean,99.624,DE030C1,64205,6.2,93.8,1,60224.29
DK,Aalborg,DK0021A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,30.452,µg/m3,0,110,hour,Mean,91.12,DK004C1,192367,6.6,93.4,1,12696.222
DK,København,DK0030A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,37.857,µg/m3,0,110,hour,Mean,90.87,DK001C1,489882,6.6,93.4,2,16166.106
DK,Odense,DK0031A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,26.31,µg/m3,0,110,hour,Mean,82.354,DK003C1,185732,6.6,93.4,1,12258.312
DK,København,DK0034A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,55.059,µg/m3,1,110,hour,Mean,89.321,DK001C1,489882,6.6,93.4,2,16166.106
DK,København,DK0045A,Background,urban,NO2,Nitrogen dioxide (air),2012,16.663,µg/m3,0,100,hour,Mean,89.538,DK001C1,489882,6.6,93.4,1,457549.788
DK,Odense,DK0046A,Background,urban,NO2,Nitrogen dioxide (air),2012,12.912,µg/m3,0,100,hour,Mean,92.714,DK003C1,185732,6.6,93.4,1,173473.688
DK,Århus,DK0051A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,34.803,µg/m3,0,100,hour,Mean,86.27,DK002C1,292079,6.6,93.4,1,19277.214
DK,Århus,DK0052A,Background,urban,NO2,Nitrogen dioxide (air),2012,17.306,µg/m3,0,100,hour,Mean,79.144,DK002C1,292079,6.6,93.4,1,272801.786
DK,Aalborg,DK0053A,Background,urban,NO2,Nitrogen dioxide (air),2012,13.169,µg/m3,0,100,hour,Mean,94.16,DK004C1,192367,6.6,93.4,1,179670.778
EE,Tallinn,EE0018A,Background,urban,NO2,Nitrogen dioxide (air),2012,11.203,µg/m3,0,100,hour,Mean,98.247,EE001C1,393011,2.8,97.2,1,382006.692
EE,Tallinn,EE0020A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,21.458,µg/m3,0,100,hour,Mean,97.199,EE001C1,393011,2.8,97.2,1,11004.308
EE,Tartu,EE0021A,Background,urban,NO2,Nitrogen dioxide (air),2012,13.858,µg/m3,0,100,hour,Mean,99.306,EE002C1,95332,2.8,97.2,1,92662.704
EE,Narva,EE0022A,Background,urban,NO2,Nitrogen dioxide (air),2012,10.72,µg/m3,0,100,hour,Mean,98.987,EE003C1,64279,2.8,97.2,1,62479.188
ES,Madrid,ES0115A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,46.303,µg/m3,1,100,hour,Mean,99.442,ES001C1,3116549,5.3,94.7,9,18353.0107778
ES,Madrid,ES0118A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,51.237,µg/m3,1,100,hour,Mean,99.271,ES001C1,3116549,5.3,94.7,9,18353.0107778
ES,Madrid,ES0120A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,45.735,µg/m3,1,100,hour,Mean,99.841,ES001C1,3116549,5.3,94.7,9,18353.0107778
ES,Madrid,ES0124A,Background,urban,NO2,Nitrogen dioxide (air),2012,39.248,µg/m3,0,100,hour,Mean,99.385,ES001C1,3116549,5.3,94.7,15,196758.126867
ES,Madrid,ES0125A,Background,urban,NO2,Nitrogen dioxide (air),2012,40.167,µg/m3,0,100,hour,Mean,99.271,ES001C1,3116549,5.3,94.7,15,196758.126867
ES,Madrid,ES0126A,Background,urban,NO2,Nitrogen dioxide (air),2012,35.32,µg/m3,0,100,hour,Mean,99.886,ES001C1,3116549,5.3,94.7,15,196758.126867
ES,Barcelona,ES0691A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,42.299,µg/m3,1,100,hour,Mean,98.85,ES002C1,1597657,5.3,94.7,4,21168.95525
ES,L'Hospitalet de Llobregat,ES0692A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,39.87,µg/m3,0,100,hour,Mean,97.769,ES024C1,202662,5.3,94.7,1,10741.086
ES,Cornellà de Llobregat,ES0695A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,36.678,µg/m3,0,100,hour,Mean,99.283,ES066C1,65210,5.3,94.7,1,3456.13
ES,Sevilla,ES0817A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,37.353,µg/m3,0,100,hour,Mean,97.996,ES004C1,699496,5.3,94.7,2,18536.644
ES,Avilés,ES0880A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,38.093,µg/m3,0,100,hour,Mean,98.736,ES039C1,85575,5.3,94.7,2,2267.7375
ES,Sevilla,ES0890A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,33.745,µg/m3,0,100,hour,Mean,98.475,ES004C1,699496,5.3,94.7,2,18536.644
ES,Getxo,ES0905A,Traffic,suburban,NO2,Nitrogen dioxide (air),2012,26.271,µg/m3,0,100,hour,Mean,99.613,ES051C1,91791,5.3,94.7,1,4864.923
ES,Terrassa,ES1018A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,45.138,µg/m3,1,100,hour,Mean,99.089,ES512C1,204586,5.3,94.7,1,10843.058
ES,Zaragoza,ES1044A,Traffic,suburban,NO2,Nitrogen dioxide (air),2012,30.909,µg/m3,0,100,hour,Mean,93.944,ES005C1,654645,5.3,94.7,2,17348.0925
ES,Zaragoza,ES1047A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,31.899,µg/m3,0,100,hour,Mean,98.475,ES005C1,654645,5.3,94.7,2,17348.0925
ES,Ourense,ES1096A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,25.508,µg/m3,0,100,hour,Mean,97.177,ES529C1,107887,5.3,94.7,1,5718.011
ES,Manresa,ES1125A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,31.99,µg/m3,0,100,hour,Mean,98.383,ES050C1,75097,5.3,94.7,1,3980.141
ES,Vigo,ES1137A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,25.293,µg/m3,0,100,hour,Mean,91.872,ES022C1,293702,5.3,94.7,1,15566.206
ES,A Coruña,ES1138A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,33.473,µg/m3,0,100,hour,Mean,95.628,ES026C1,245248,5.3,94.7,2,6499.072
ES,Badalona,ES1148A,Traffic,suburban,NO2,Nitrogen dioxide (air),2012,45.938,µg/m3,1,100,hour,Mean,95.116,ES503C1,221916,5.3,94.7,2,5880.774
ES,León,ES1161A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,27.671,µg/m3,0,100,hour,Mean,99.556,ES523C1,134829,5.3,94.7,2,3572.9685
ES,Madrid,ES1193A,Background,suburban,NO2,Nitrogen dioxide (air),2012,23.271,µg/m3,0,100,hour,Mean,97.928,ES001C1,3116549,5.3,94.7,15,196758.126867
ES,Reus,ES1208A,Traffic,suburban,NO2,Nitrogen dioxide (air),2012,20.196,µg/m3,0,100,hour,Mean,90.653,ES028C1,102862,5.3,94.7,1,5451.686
ES,Lleida,ES1225A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,25.644,µg/m3,0,100,hour,Mean,99.021,ES528C1,126144,5.3,94.7,1,6685.632
ES,Sant Cugat del Vallès,ES1231A,Background,urban,NO2,Nitrogen dioxide (air),2012,32.615,µg/m3,0,100,hour,Mean,97.689,ES049C1,75997,5.3,94.7,1,71969.159
ES,Valencia,ES1239A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,36.11,µg/m3,0,100,hour,Mean,83.994,ES003C1,811354,5.3,94.7,3,14333.9206667
ES,Bilbao,ES1244A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,32.823,µg/m3,0,100,hour,Mean,92.281,ES019C1,349558,5.3,94.7,1,18526.574
ES,Sabadell,ES1262A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,52.373,µg/m3,1,100,hour,Mean,98.827,ES507C1,196046,5.3,94.7,1,10390.438
ES,Oviedo,ES1268A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,32.86,µg/m3,0,100,hour,Mean,98.896,ES013C1,215095,5.3,94.7,2,5700.0175
ES,Oviedo,ES1269A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,38.763,µg/m3,0,100,hour,Mean,99.203,ES013C1,215095,5.3,94.7,2,5700.0175
ES,Gijón,ES1270A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,36.649,µg/m3,0,100,hour,Mean,97.029,ES023C1,274447,5.3,94.7,4,3636.42275
ES,Gijón,ES1271A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,22.452,µg/m3,0,100,hour,Mean,95.583,ES023C1,274447,5.3,94.7,4,3636.42275
ES,Gijón,ES1272A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,35.364,µg/m3,0,100,hour,Mean,96.551,ES023C1,274447,5.3,94.7,4,3636.42275
ES,Vilanova i la Geltrú,ES1339A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,20.189,µg/m3,0,100,hour,Mean,96.619,ES063C1,65651,5.3,94.7,1,3479.503
ES,Gijón,ES1358A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,19.543,µg/m3,0,100,hour,Mean,96.391,ES023C1,274447,5.3,94.7,4,3636.42275
ES,Almería,ES1393A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,27.401,µg/m3,0,100,hour,Mean,95.207,ES514C1,183688,5.3,94.7,1,9735.464
ES,Barcelona,ES1396A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,36.799,µg/m3,0,100,hour,Mean,98.429,ES002C1,1597657,5.3,94.7,4,21168.95525
ES,Madrid,ES1422A,Background,urban,NO2,Nitrogen dioxide (air),2012,43.603,µg/m3,1,100,hour,Mean,99.408,ES001C1,3116549,5.3,94.7,15,196758.126867
ES,Avilés,ES1424A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,27.575,µg/m3,0,100,hour,Mean,99.602,ES039C1,85575,5.3,94.7,2,2267.7375
ES,Sevilla,ES1425A,Background,urban,NO2,Nitrogen dioxide (air),2012,30.116,µg/m3,0,100,hour,Mean,86.874,ES004C1,699496,5.3,94.7,4,165605.678
ES,Madrid,ES1426A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,40.781,µg/m3,1,100,hour,Mean,99.704,ES001C1,3116549,5.3,94.7,9,18353.0107778
ES,Barcelona,ES1438A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,60.791,µg/m3,1,100,hour,Mean,97.234,ES002C1,1597657,5.3,94.7,4,21168.95525
ES,Vigo,ES1440A,Background,urban,NO2,Nitrogen dioxide (air),2012,19.076,µg/m3,0,100,hour,Mean,93.909,ES022C1,293702,5.3,94.7,1,278135.794
ES,Salamanca,ES1449A,Background,urban,NO2,Nitrogen dioxide (air),2012,20.034,µg/m3,0,100,hour,Mean,99.374,ES516C1,157242,5.3,94.7,1,148908.174
ES,Sevilla,ES1450A,Background,suburban,NO2,Nitrogen dioxide (air),2012,20.568,µg/m3,0,100,hour,Mean,95.981,ES004C1,699496,5.3,94.7,4,165605.678
ES,Santa Coloma de Gramenet,ES1453A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,42.224,µg/m3,1,100,hour,Mean,96.653,ES526C1,129740,5.3,94.7,1,6876.22
ES,Pontevedra,ES1464A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,26.316,µg/m3,0,100,hour,Mean,98.6,ES044C1,75966,5.3,94.7,1,4026.198
ES,Cádiz,ES1479A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,18.475,µg/m3,0,100,hour,Mean,97.347,ES522C1,129105,5.3,94.7,1,6842.565
ES,Barcelona,ES1480A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,61.078,µg/m3,1,100,hour,Mean,97.587,ES002C1,1597657,5.3,94.7,4,21168.95525
ES,Vitoria/Gasteiz,ES1492A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,27.018,µg/m3,0,100,hour,Mean,76.002,ES012C1,224440,5.3,94.7,1,11895.32
ES,Madrid,ES1521A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,44.882,µg/m3,1,100,hour,Mean,99.875,ES001C1,3116549,5.3,94.7,9,18353.0107778
ES,Madrid,ES1525A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,43.553,µg/m3,1,100,hour,Mean,99.898,ES001C1,3116549,5.3,94.7,9,18353.0107778
ES,Santander,ES1529A,Background,urban,NO2,Nitrogen dioxide (air),2012,19.803,µg/m3,0,100,hour,Mean,98.907,ES015C1,182900,5.3,94.7,1,173206.3
ES,Madrid,ES1532A,Background,urban,NO2,Nitrogen dioxide (air),2012,38.251,µg/m3,0,100,hour,Mean,99.135,ES001C1,3116549,5.3,94.7,15,196758.126867
ES,Albacete,ES1535A,Background,urban,NO2,Nitrogen dioxide (air),2012,14.876,µg/m3,0,100,hour,Mean,98.179,ES519C1,157884,5.3,94.7,1,149516.148
ES,Guadalajara,ES1537A,Background,urban,NO2,Nitrogen dioxide (air),2012,23.26,µg/m3,0,100,hour,Mean,94.319,ES048C1,76505,5.3,94.7,1,72450.235
ES,Granada,ES1560A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,46.257,µg/m3,1,100,hour,Mean,99.271,ES501C1,238742,5.3,94.7,1,12653.326
ES,Alcalá de Henares,ES1563A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,35.39,µg/m3,0,100,hour,Mean,98.907,ES511C1,201557,5.3,94.7,1,10682.521
ES,Leganés,ES1567A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,42.413,µg/m3,1,100,hour,Mean,98.566,ES513C1,192161,5.3,94.7,1,10184.533
ES,Móstoles,ES1568A,Background,urban,NO2,Nitrogen dioxide (air),2012,31.305,µg/m3,0,100,hour,Mean,98.782,ES504C1,211873,5.3,94.7,1,200643.731
ES,Oviedo,ES1572A,Background,urban,NO2,Nitrogen dioxide (air),2012,17.012,µg/m3,0,100,hour,Mean,96.664,ES013C1,215095,5.3,94.7,1,203694.965
ES,Santander,ES1580A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,34.455,µg/m3,0,100,hour,Mean,99.078,ES015C1,182900,5.3,94.7,1,9693.7
ES,León,ES1589A,Traffic,suburban,NO2,Nitrogen dioxide (air),2012,17.428,µg/m3,0,100,hour,Mean,99.294,ES523C1,134829,5.3,94.7,2,3572.9685
ES,San Fernando,ES1593A,Background,suburban,NO2,Nitrogen dioxide (air),2012,14.839,µg/m3,0,100,hour,Mean,98.725,ES032C1,92586,5.3,94.7,1,87678.942
ES,Badajoz,ES1601A,Background,urban,NO2,Nitrogen dioxide (air),2012,10.621,µg/m3,0,100,hour,Mean,90.437,ES017C1,143707,5.3,94.7,1,136090.529
ES,Logroño,ES1602A,Background,urban,NO2,Nitrogen dioxide (air),2012,4.952,µg/m3,0,100,hour,Mean,98.509,ES018C1,147223,5.3,94.7,1,139420.181
ES,Majadahonda,ES1612A,Background,suburban,NO2,Nitrogen dioxide (air),2012,27.314,µg/m3,0,100,hour,Mean,99.089,ES067C1,64020,5.3,94.7,1,60626.94
ES,Cáceres,ES1615A,Background,urban,NO2,Nitrogen dioxide (air),2012,21.631,µg/m3,0,100,hour,Mean,97.256,ES034C1,90238,5.3,94.7,1,85455.386
ES,Salamanca,ES1618A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,20.621,µg/m3,0,100,hour,Mean,99.658,ES516C1,157242,5.3,94.7,1,8333.826
ES,Valladolid,ES1631A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,31.1,µg/m3,0,100,hour,Mean,96.926,ES009C1,316449,5.3,94.7,3,5590.599
ES,Valladolid,ES1632A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,23.409,µg/m3,0,100,hour,Mean,94.888,ES009C1,316449,5.3,94.7,3,5590.599
ES,Murcia,ES1633A,Traffic,suburban,NO2,Nitrogen dioxide (air),2012,40.842,µg/m3,1,100,hour,Mean,99.886,ES007C1,415303,5.3,94.7,1,22011.059
ES,Alicante/Alacant,ES1635A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,28.463,µg/m3,0,100,hour,Mean,94.957,ES021C1,322877,5.3,94.7,1,17112.481
ES,Sevilla,ES1638A,Background,urban,NO2,Nitrogen dioxide (air),2012,21.73,µg/m3,0,100,hour,Mean,93.352,ES004C1,699496,5.3,94.7,4,165605.678
ES,Zaragoza,ES1641A,Background,urban,NO2,Nitrogen dioxide (air),2012,21.995,µg/m3,0,100,hour,Mean,96.129,ES005C1,654645,5.3,94.7,1,619948.815
ES,Sevilla,ES1644A,Background,urban,NO2,Nitrogen dioxide (air),2012,21.69,µg/m3,0,100,hour,Mean,93.955,ES004C1,699496,5.3,94.7,4,165605.678
ES,Madrid,ES1645A,Background,urban,NO2,Nitrogen dioxide (air),2012,35.455,µg/m3,0,100,hour,Mean,99.898,ES001C1,3116549,5.3,94.7,15,196758.126867
ES,Dos Hermanas,ES1653A,Background,urban,NO2,Nitrogen dioxide (air),2012,20.068,µg/m3,0,100,hour,Mean,95.253,ES531C1,113876,5.3,94.7,1,107840.572
ES,Jaén,ES1656A,Background,urban,NO2,Nitrogen dioxide (air),2012,23.654,µg/m3,0,100,hour,Mean,96.983,ES527C1,113997,5.3,94.7,2,53977.5795
ES,Tarragona,ES1666A,Background,urban,NO2,Nitrogen dioxide (air),2012,26.019,µg/m3,0,100,hour,Mean,96.141,ES525C1,127062,5.3,94.7,1,120327.714
ES,Benidorm,ES1675A,Background,suburban,NO2,Nitrogen dioxide (air),2012,7.089,µg/m3,0,100,hour,Mean,88.354,ES054C1,64668,5.3,94.7,1,61240.596
ES,Barcelona,ES1679A,Background,urban,NO2,Nitrogen dioxide (air),2012,42.15,µg/m3,1,100,hour,Mean,99.032,ES002C1,1597657,5.3,94.7,3,504327.059667
ES,Rubí,ES1684A,Background,urban,NO2,Nitrogen dioxide (air),2012,28.409,µg/m3,0,100,hour,Mean,93.386,ES052C1,67766,5.3,94.7,1,64174.402
ES,San Sebastián/Donostia,ES1697A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,24.072,µg/m3,0,100,hour,Mean,82.309,ES510C1,186422,5.3,94.7,1,9880.366
ES,Pamplona/Iruña,ES1740A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,36.899,µg/m3,0,100,hour,Mean,98.622,ES014C1,209664,5.3,94.7,1,11112.192
ES,Pamplona/Iruña,ES1747A,Background,urban,NO2,Nitrogen dioxide (air),2012,23.489,µg/m3,0,100,hour,Mean,98.326,ES014C1,209664,5.3,94.7,1,198551.808
ES,Málaga,ES1750A,Background,urban,NO2,Nitrogen dioxide (air),2012,28.612,µg/m3,0,100,hour,Mean,99.26,ES006C1,560286,5.3,94.7,2,265295.421
ES,Málaga,ES1751A,Background,suburban,NO2,Nitrogen dioxide (air),2012,14.874,µg/m3,0,100,hour,Mean,90.061,ES006C1,560286,5.3,94.7,2,265295.421
ES,Torrejón de Ardoz,ES1752A,Background,urban,NO2,Nitrogen dioxide (air),2012,27.133,µg/m3,0,100,hour,Mean,98.839,ES534C1,110514,5.3,94.7,1,104656.758
ES,Jerez de la Frontera,ES1781A,Background,urban,NO2,Nitrogen dioxide (air),2012,16.531,µg/m3,0,100,hour,Mean,98.77,ES508C1,199158,5.3,94.7,1,188602.626
ES,Almería,ES1786A,Background,suburban,NO2,Nitrogen dioxide (air),2012,12.3,µg/m3,0,100,hour,Mean,92.076,ES514C1,183688,5.3,94.7,1,173952.536
ES,Córdoba,ES1800A,Background,suburban,NO2,Nitrogen dioxide (air),2012,15.833,µg/m3,0,100,hour,Mean,93.636,ES020C1,323013,5.3,94.7,1,305893.311
ES,Getafe,ES1804A,Traffic,urban,NO2,Nitrogen dioxide (air),2012,38.763,µg/m3,0,100,hour,Mean,98.907,ES518C1,152244,5.3,94.7,1,8068.932
ES,Mollet del Vallès,ES1814A,Traffic,suburban,NO2,Nitrogen dioxide (air),2012,45.938,µg/m3,1,100,hour,Mean,98.622,ES075C1,51648,5.3,94.7,1,2737.344
